iter	RMSE
1666	32457.58094
1667	32445.4389
1668	32437.75308
1669	32428.01481
1670	32422.88915
1671	32411.40836
1672	32407.06946
1673	32401.50098
1674	32395.16648
1675	32390.03556
1676	32381.43277
1677	32378.82711
1678	32371.33917
1679	32363.37376
1680	32352.78626
1681	32343.07866
1682	32338.54797
1683	32330.20072
1684	32325.23676
1685	32319.23962
1686	32309.05439
1687	32298.61575
1688	32287.91309
1689	32285.02248
1690	32278.60483
1691	32274.4354
1692	32265.15394
1693	32259.79241
1694	32251.75375
1695	32243.07505
1696	32236.74109
1697	32224.35074
1698	32217.1842
1699	32209.08518
1700	32200.48949
1701	32193.98604
1702	32182.61573
1703	32174.78473
1704	32167.46692
1705	32157.89582
1706	32147.96823
1707	32141.64914
1708	32134.0701
1709	32127.43627
1710	32120.05578
1711	32112.42266
1712	32106.62947
1713	32098.14923
1714	32085.54947
1715	32076.69682
1716	32067.8995
1717	32057.49278
1718	32048.14886
1719	32041.93566
1720	32032.41774
1721	32024.96765
1722	32013.83352
1723	32005.84067
1724	31993.45719
1725	31983.82635
1726	31976.24738
1727	31966.79347
1728	31959.47414
1729	31949.9049
1730	31943.01955
1731	31933.07454
1732	31923.84392
1733	31913.38399
1734	31907.96317
1735	31894.21368
1736	31890.26881
1737	31880.50244
1738	31871.77881
1739	31868.38874
1740	31862.88788
1741	31855.41577
1742	31847.19954
1743	31842.97733
1744	31825.98696
1745	31818.50392
1746	31806.51904
1747	31800.62911
1748	31793.58326
1749	31787.29774
1750	31778.59088
1751	31774.31015
1752	31768.459
1753	31754.69188
1754	31749.1889
1755	31744.10406
1756	31736.1626
1757	31728.89458
1758	31723.0075
1759	31719.36751
1760	31713.01731
1761	31711.17331
1762	31706.97056
1763	31701.73717
1764	31693.54769
1765	31685.42123
1766	31679.41805
1767	31670.0759
1768	31660.75379
1769	31656.24687
1770	31650.26304
1771	31643.10709
1772	31634.25075
1773	31629.38163
1774	31621.97505
1775	31616.03576
1776	31608.62908
1777	31596.44096
1778	31592.44669
1779	31583.61497
1780	31577.7884
1781	31570.80037
1782	31562.08974
1783	31551.45889
1784	31541.28719
1785	31534.00918
1786	31522.23303
1787	31518.58094
1788	31510.03013
1789	31503.10594
1790	31492.32728
1791	31490.11187
1792	31483.16396
1793	31474.78408
1794	31463.99096
1795	31455.57105
1796	31448.07441
1797	31441.94735
1798	31438.14434
1799	31432.42377
1800	31426.97092
1801	31419.94733
1802	31415.1095
1803	31404.38986
1804	31394.75562
1805	31380.67017
1806	31371.27839
1807	31363.33964
1808	31354.63431
1809	31350.05832
1810	31343.76298
1811	31336.83488
1812	31328.99056
1813	31320.54874
1814	31312.83647
1815	31306.9652
1816	31300.79226
1817	31293.43526
1818	31291.27996
1819	31280.64872
1820	31275.56419
1821	31268.13711
1822	31258.24649
1823	31254.58941
1824	31251.18614
1825	31241.47307
1826	31233.53507
1827	31220.82716
1828	31215.04631
1829	31205.36279
1830	31196.79903
1831	31184.26383
1832	31180.41748
1833	31171.54064
1834	31163.43613
1835	31154.1286
1836	31147.67224
1837	31139.59574
1838	31131.00576
1839	31119.01149
1840	31112.33099
1841	31101.07131
1842	31093.87552
1843	31089.36284
1844	31082.33751
1845	31073.016
1846	31064.58943
1847	31061.18626
1848	31052.49208
1849	31039.02514
1850	31030.20789
1851	31019.33074
1852	31013.42986
1853	31010.85343
1854	31004.57536
1855	30994.55371
1856	30990.60502
1857	30981.33221
1858	30969.30905
1859	30963.44003
1860	30957.81596
1861	30948.38203
1862	30939.25931
1863	30929.88896
1864	30924.84898
1865	30921.06963
1866	30914.00944
1867	30906.39797
1868	30900.20681
1869	30890.34051
1870	30878.21965
1871	30870.57673
1872	30862.10041
1873	30856.01949
1874	30849.15251
1875	30842.21596
1876	30831.73208
1877	30824.12322
1878	30818.31253
1879	30812.27896
1880	30808.76403
1881	30805.57342
1882	30797.62586
1883	30787.52569
1884	30779.93564
1885	30771.72198
1886	30766.66433
1887	30758.60605
1888	30749.58911
1889	30740.36881
1890	30735.63842
1891	30726.1374
1892	30719.75633
1893	30711.88401
1894	30702.62929
1895	30695.41651
1896	30688.33718
1897	30684.10132
1898	30676.75871
1899	30667.52914
1900	30656.10811
1901	30643.17339
1902	30630.94729
1903	30625.58684
1904	30621.74013
1905	30614.06487
1906	30607.28686
1907	30599.78545
1908	30594.98986
1909	30585.92635
1910	30579.26033
1911	30572.48379
1912	30565.63739
1913	30557.84505
1914	30552.4768
1915	30544.28159
1916	30537.14656
1917	30532.34343
1918	30527.99282
1919	30514.33694
1920	30503.58622
1921	30495.79895
1922	30484.38585
1923	30478.05794
1924	30475.336
1925	30465.49229
1926	30458.84062
1927	30455.97965
1928	30449.16022
1929	30437.41865
1930	30430.91425
1931	30420.75587
1932	30407.73449
1933	30403.88374
1934	30395.89993
1935	30387.37772
1936	30379.89041
1937	30372.82712
1938	30371.68715
1939	30363.49572
1940	30357.70499
1941	30352.42122
1942	30347.35679
1943	30343.8636
1944	30338.70343
1945	30327.85596
1946	30315.91501
1947	30309.25993
1948	30299.81661
1949	30291.15836
1950	30285.31016
1951	30277.92571
1952	30267.60464
1953	30258.77047
1954	30254.0159
1955	30252.28971
1956	30246.85775
1957	30239.82798
1958	30234.08543
1959	30227.92058
1960	30220.07726
1961	30215.33062
1962	30206.31486
1963	30200.23009
1964	30194.71976
1965	30190.93372
1966	30185.38559
1967	30181.65949
1968	30172.83624
1969	30169.33478
1970	30155.56712
1971	30148.7523
1972	30144.29565
1973	30135.96831
1974	30127.65811
1975	30118.86908
1976	30114.07362
1977	30104.83719
1978	30097.87776
1979	30090.91296
1980	30088.53389
1981	30081.75288
1982	30070.95451
1983	30065.22864
1984	30061.50552
1985	30052.4163
1986	30041.76912
1987	30033.99203
1988	30027.58657
1989	30021.31716
1990	30014.72586
1991	30004.55408
1992	30000.11343
1993	29998.43006
1994	29992.47265
1995	29986.19778
1996	29974.82197
1997	29965.45548
1998	29958.14602
1999	29948.1701
